Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
26,3,2023,19,49,3,EXP,51.65,156,3.02,NF,75,128,120,38,19,1,0,0,0,212,0,0,192,0,0,15,13,7749,103,116
26,3,2023,20,13,55,EXP,53.85,157,2.91,NF,68,132,116,40,20,5,0,0,0,217,0,0,196,0,0,16,10,7683,110,117
26,3,2023,20,20,17,EXP,52.37,149,2.84,NF,81,111,108,62,15,2,2,0,0,211,0,0,188,0,0,16,12,7899,108,116
26,3,2023,20,22,31,EXP,63.92,220,3.44,NF,52,141,126,41,19,2,0,0,0,274,0,0,255,0,0,12,8,8919,131,146
26,3,2023,20,30,10,EXP,68.86,143,2.07,NF,87,123,104,47,15,3,2,0,0,176,0,0,173,0,0,13,17,6336,106,117
26,3,2023,21,41,39,EXP,67.87,213,3.13,NF,55,141,111,50,19,4,1,0,0,278,0,0,256,0,0,12,6,9251,136,147
26,3,2023,22,0,38,EXP,57.95,178,3.07,NF,69,130,111,53,15,3,0,0,0,233,0,0,214,0,0,13,10,8445,120,131
27,3,2023,0,24,0,EXP,56.77,178,3.13,NF,82,115,103,54,21,5,1,0,0,219,0,0,201,0,0,10,8,8317,113,123
28,3,2023,16,33,29,EXP,56.92,189,3.32,NF,66,125,119,55,15,1,0,0,0,245,0,0,219,0,0,13,4,8566,123,133
28,3,2023,16,35,37,EXP,58.34,190,3.25,NF,57,131,127,51,12,3,0,0,0,261,0,0,240,0,0,18,6,8647,125,135
28,3,2023,16,41,42,EXP,54.43,167,3.06,NF,86,123,98,48,21,4,1,0,0,218,0,0,195,0,0,11,7,8609,115,118
28,3,2023,17,14,16,EXP,54.08,176,3.25,NF,71,133,98,58,17,2,2,0,0,215,0,0,200,0,0,11,11,8226,117,130
28,3,2023,17,33,53,EXP,55.96,189,3.37,NF,59,130,125,46,19,2,0,0,0,246,0,0,225,0,0,15,7,8389,124,137
28,3,2023,17,49,53,EXP,49.96,158,3.16,NF,79,119,106,59,16,2,0,0,0,216,0,0,195,0,0,15,11,7387,110,123
28,3,2023,18,30,39,EXP,50.95,169,3.31,NF,79,132,93,54,18,5,0,0,0,217,0,0,198,0,0,10,9,8117,123,137
28,3,2023,19,23,23,EXP,50.37,149,2.95,NF,84,132,100,44,18,2,1,0,0,214,0,0,190,0,0,13,10,7310,106,112
28,3,2023,19,28,47,EXP,51.21,151,2.94,NF,81,120,108,50,17,3,2,0,0,209,0,0,188,0,0,15,9,7564,108,116
28,3,2023,19,54,53,EXP,49.11,133,2.70,NF,76,127,94,63,16,5,0,0,0,196,0,0,174,0,0,17,15,7185,110,116
28,3,2023,22,39,8,EXP,53.01,160,3.01,NF,73,135,98,46,23,6,0,0,0,217,0,0,194,0,0,14,8,7512,117,132
28,3,2023,22,43,11,EXP,48.07,153,3.18,NF,91,108,106,52,18,5,1,0,0,191,0,0,176,0,0,9,9,7541,108,114
28,3,2023,23,40,4,EXP,113.06,172,1.52,Flag,77,128,103,51,19,3,0,0,0,44,40,48,44,40,48,11,11,9078,118,126
29,3,2023,0,21,37,EXP,59.69,197,3.30,NF,64,129,111,62,12,3,0,0,0,251,0,0,229,0,0,11,8,8483,130,139
29,3,2023,4,40,28,EXP,57.05,154,2.69,NF,74,131,101,50,17,7,1,0,0,213,0,0,185,0,0,16,9,8183,120,126
29,3,2023,17,4,58,EXP,65.58,194,2.95,NF,61,127,123,50,17,3,0,0,0,258,0,0,229,0,0,15,11,9629,125,135
29,3,2023,17,40,30,EXP,52.78,161,3.05,NF,77,135,94,54,17,4,0,0,0,224,0,0,193,0,0,15,15,7327,111,120
29,3,2023,17,47,58,EXP,57.83,193,3.33,NF,61,138,113,51,15,3,0,0,0,256,0,0,232,0,0,15,7,8168,127,130
29,3,2023,17,54,52,EXP,64.20,199,3.09,NF,60,139,111,47,18,6,0,0,0,257,0,0,234,0,0,13,9,9023,125,136
29,3,2023,18,24,59,EXP,49.68,136,2.73,NF,74,131,109,55,9,2,1,0,0,207,0,0,185,0,0,17,19,7197,108,111
29,3,2023,18,26,55,EXP,51.67,144,2.78,NF,67,132,117,45,16,4,0,0,0,220,0,0,198,0,0,19,22,8046,112,116
29,3,2023,18,32,11,EXP,57.07,184,3.22,NF,57,137,121,51,12,2,1,0,0,253,0,0,228,0,0,17,7,8434,121,131
29,3,2023,18,56,58,EXP,60.64,201,3.31,NF,50,135,137,46,11,2,0,0,0,268,0,0,246,0,0,17,12,8549,127,143
29,3,2023,19,21,14,EXP,63.43,214,3.37,NF,45,142,137,44,12,1,0,0,0,279,0,0,257,0,0,15,10,9022,137,147
29,3,2023,22,8,10,EXP,66.80,219,3.27,NF,51,158,101,57,10,4,0,0,0,266,0,0,245,0,0,13,8,9689,137,148
29,3,2023,22,39,36,EXP,54.84,158,2.88,NF,87,108,107,57,18,3,1,0,0,216,0,0,190,0,0,14,11,7477,115,123
29,3,2023,22,48,54,EXP,53.35,162,3.03,NF,74,132,101,51,20,3,0,0,0,211,0,0,192,0,0,12,14,7416,119,126
29,3,2023,22,58,20,EXP,55.55,179,3.22,NF,74,122,109,51,19,5,1,0,0,224,0,0,205,0,0,11,7,7647,122,129
29,3,2023,23,16,45,EXP,66.89,224,3.34,NF,42,145,120,55,16,3,0,0,0,288,0,0,264,0,0,14,4,9442,139,155
30,3,2023,0,40,7,EXP,57.64,180,3.12,NF,68,125,119,43,23,2,1,0,0,241,0,0,215,0,0,14,7,8564,121,134
30,3,2023,0,48,19,EXP,67.02,237,3.53,NF,58,138,121,45,18,1,0,0,0,276,0,0,256,0,0,8,5,9827,137,148
30,3,2023,0,49,44,EXP,53.98,173,3.20,NF,66,127,114,57,15,1,1,0,0,231,0,0,208,0,0,14,10,8203,121,130
30,3,2023,0,53,51,EXP,57.14,176,3.08,NF,64,136,106,60,12,3,0,0,0,243,0,0,216,0,0,16,10,8721,123,132
30,3,2023,1,36,12,EXP,55.03,166,3.01,NF,62,147,98,51,21,2,0,0,0,235,0,0,207,0,0,18,9,8132,122,132
30,3,2023,1,50,19,EXP,55.55,192,3.45,NF,67,123,106,58,25,2,0,0,0,236,0,0,220,0,0,13,8,7675,126,136
30,3,2023,3,57,41,EXP,60.16,191,3.17,NF,65,133,117,50,12,3,1,0,0,267,0,0,233,0,0,16,7,8278,122,127
30,3,2023,16,7,55,EXP,49.03,161,3.28,NF,75,138,101,46,16,5,0,0,0,205,0,0,189,0,0,10,10,7553,113,114
30,3,2023,16,23,24,EXP,53.96,175,3.24,NF,69,135,118,42,13,3,1,0,0,228,0,0,211,0,0,14,10,8041,113,123
30,3,2023,16,28,42,EXP,53.64,167,3.11,NF,80,125,99,61,10,5,1,0,0,220,0,0,198,0,0,12,11,7509,120,132
30,3,2023,16,37,26,EXP,70.22,226,3.21,NF,53,128,133,50,14,2,1,0,0,300,0,0,270,0,0,14,4,11065,135,149
30,3,2023,16,41,53,EXP,47.65,143,3.00,NF,85,128,92,51,21,4,0,0,0,192,0,0,174,0,0,11,12,7932,105,113
30,3,2023,17,39,30,EXP,70.04,258,3.68,NF,34,149,128,57,12,1,0,0,0,309,0,0,288,0,0,12,3,11013,151,167
30,3,2023,17,49,0,EXP,51.75,176,3.40,NF,75,126,97,58,21,4,0,0,0,228,0,0,209,0,0,13,9,8715,111,126
30,3,2023,17,55,29,EXP,47.48,156,3.28,NF,80,137,86,52,22,3,1,0,0,199,0,0,181,0,0,12,12,7242,110,119
30,3,2023,18,11,5,EXP,50.78,194,3.82,NF,61,144,98,57,16,5,0,0,0,230,0,0,217,0,0,13,4,8287,127,137
30,3,2023,19,1,23,EXP,52.23,189,3.61,NF,66,132,105,61,14,2,1,0,0,229,0,0,218,0,0,10,5,8026,113,130
30,3,2023,20,8,37,EXP,54.20,161,2.97,NF,72,145,96,48,16,3,1,0,0,224,0,0,201,0,0,12,12,8170,105,115
30,3,2023,20,19,28,EXP,55.96,187,3.34,NF,63,122,117,61,16,1,0,1,0,240,0,0,218,0,0,13,11,8767,127,140
30,3,2023,20,37,54,EXP,47.45,146,3.07,NF,82,126,100,52,15,6,0,0,0,201,0,0,179,0,0,13,14,7252,101,111
30,3,2023,21,21,6,EXP,54.00,167,3.09,NF,68,126,107,61,17,2,0,0,0,225,0,0,200,0,0,14,12,7860,121,131
31,3,2023,14,59,36,EXP,57.62,179,3.10,NF,67,126,116,57,13,2,0,0,0,238,0,0,212,0,0,14,10,8451,126,134
31,3,2023,15,31,44,EXP,54.35,158,2.90,NF,83,123,100,49,22,4,0,0,0,214,0,0,194,0,0,12,10,7890,111,121
31,3,2023,15,33,25,EXP,55.82,189,3.38,NF,71,132,108,52,13,5,0,0,0,235,0,0,216,0,0,12,5,7580,123,133
31,3,2023,15,38,45,EXP,61.39,202,3.29,NF,60,126,117,60,16,2,0,0,0,257,0,0,242,0,0,15,5,8973,134,138
31,3,2023,15,56,25,EXP,57.23,188,3.28,NF,67,132,103,60,16,3,0,0,0,221,0,0,208,0,0,9,9,7820,127,145
1,4,2023,1,50,1,EXP,57.48,171,2.97,NF,60,138,124,42,15,2,0,0,0,238,0,0,214,0,0,17,15,7724,126,135
1,4,2023,1,57,28,EXP,47.66,140,2.93,NF,83,130,94,55,14,5,0,0,0,184,0,0,172,0,0,14,13,6686,104,111
1,4,2023,2,0,35,EXP,58.16,168,2.88,NF,72,131,98,55,17,5,2,1,0,235,0,0,214,0,0,16,16,7942,115,123
1,4,2023,2,10,0,EXP,60.43,197,3.25,NF,58,142,109,64,8,0,0,0,0,244,0,0,226,0,0,12,10,8205,119,142
1,4,2023,20,46,4,EXP,63.15,197,3.11,NF,56,131,130,47,13,3,1,0,0,261,0,0,237,0,0,14,4,8894,134,146
1,4,2023,21,31,22,EXP,53.53,166,3.10,NF,73,131,105,49,19,4,0,0,0,232,0,0,206,0,0,17,12,7898,113,125
1,4,2023,21,55,6,EXP,47.96,139,2.89,NF,81,130,101,48,18,2,1,0,0,207,0,0,186,0,0,16,16,7506,107,115
1,4,2023,22,5,2,EXP,54.54,188,3.44,NF,61,140,111,52,16,0,1,0,0,239,0,0,218,0,0,13,7,8497,122,130
1,4,2023,22,23,46,EXP,49.39,148,2.99,NF,72,135,109,42,17,5,1,0,0,209,0,0,191,0,0,16,17,7071,113,117
2,4,2023,2,9,12,EXP,57.18,197,3.44,NF,60,136,104,64,15,2,0,0,0,250,0,0,232,0,0,14,9,8162,133,140
2,4,2023,2,19,12,EXP,59.55,175,2.93,NF,67,126,112,58,15,3,0,0,0,244,0,0,221,0,0,17,16,8140,122,132
2,4,2023,19,3,17,EXP,57.81,175,3.02,NF,71,139,97,53,20,1,0,0,0,227,0,0,205,0,0,13,10,8600,118,123
2,4,2023,20,45,27,EXP,59.93,172,2.87,NF,62,149,104,44,18,3,1,0,0,227,0,0,209,0,0,16,11,8832,124,134
5,4,2023,20,47,8,EXP,55.86,167,2.98,NF,60,131,110,64,12,4,0,0,0,228,0,0,205,0,0,17,18,8660,119,134
5,4,2023,21,3,49,EXP,55.01,179,3.25,NF,69,134,102,54,17,4,1,0,0,230,0,0,215,0,0,13,13,9254,123,138
5,4,2023,21,12,36,EXP,56.73,170,2.99,NF,70,141,101,50,16,3,0,0,0,227,0,0,207,0,0,14,11,8301,113,123
5,4,2023,21,14,42,EXP,57.83,207,3.57,NF,51,136,120,60,14,0,0,0,0,258,0,0,242,0,0,11,9,8973,132,146
5,4,2023,21,47,15,EXP,62.70,210,3.34,NF,55,134,123,50,16,3,0,0,0,264,0,0,245,0,0,13,11,9008,135,142
5,4,2023,21,55,33,EXP,53.82,162,3.01,NF,76,121,114,54,11,5,0,0,0,217,0,0,195,0,0,12,14,7981,108,118
5,4,2023,23,27,8,EXP,53.10,157,2.95,NF,80,119,115,43,22,2,0,0,0,218,0,0,196,0,0,14,8,7368,108,118
5,4,2023,23,39,8,EXP,53.88,167,3.09,NF,73,129,105,53,19,2,0,0,0,225,0,0,204,0,0,13,11,7595,108,120
5,4,2023,23,40,27,EXP,55.05,182,3.30,NF,68,121,121,52,16,2,1,0,0,235,0,0,218,0,0,13,8,8666,122,134
5,4,2023,23,47,59,EXP,56.09,186,3.31,NF,68,132,112,50,13,3,3,0,0,235,0,0,217,0,0,14,5,7971,123,135
5,4,2023,23,52,28,EXP,56.31,187,3.32,NF,67,129,116,50,16,3,0,0,0,244,0,0,221,0,0,13,8,7880,114,124
6,4,2023,0,17,28,EXP,50.39,168,3.33,NF,74,129,112,52,12,2,0,0,0,219,0,0,199,0,0,12,11,7406,113,120
6,4,2023,0,32,7,EXP,55.27,170,3.07,NF,74,126,105,63,12,0,1,0,0,222,0,0,202,0,0,13,11,7901,122,137
6,4,2023,16,49,44,EXP,53.49,162,3.02,NF,72,128,113,47,12,8,1,0,0,219,0,0,197,0,0,14,12,8493,115,127
6,4,2023,16,52,33,EXP,56.44,182,3.22,NF,55,141,126,41,14,3,1,0,0,254,0,0,224,0,0,18,8,8676,125,132
6,4,2023,16,54,3,EXP,51.50,147,2.85,NF,76,124,115,48,15,1,2,0,0,217,0,0,187,0,0,15,12,7599,109,115
6,4,2023,16,59,59,EXP,60.49,209,3.45,NF,62,134,101,66,16,2,0,0,0,256,0,0,235,0,0,10,8,9495,133,145
6,4,2023,17,12,37,EXP,64.87,214,3.29,NF,55,130,120,51,23,2,0,0,0,270,0,0,246,0,0,13,5,10437,139,145
6,4,2023,17,26,52,EXP,50.61,148,2.92,NF,87,117,98,53,21,5,0,0,0,189,0,0,174,0,0,10,8,7166,104,112
6,4,2023,17,29,57,EXP,65.93,203,3.07,NF,54,132,130,52,11,2,0,0,0,266,0,0,241,0,0,15,9,10277,131,139
6,4,2023,17,33,20,EXP,53.73,176,3.27,NF,78,120,104,60,17,1,1,0,0,220,0,0,206,0,0,10,8,7907,112,128
6,4,2023,17,40,49,EXP,56.28,168,2.98,NF,67,140,108,47,15,4,0,0,0,235,0,0,208,0,0,18,13,8564,115,124
6,4,2023,17,42,2,EXP,59.05,187,3.16,NF,59,131,118,52,18,2,1,0,0,246,0,0,226,0,0,14,8,8165,124,134
6,4,2023,17,46,56,EXP,58.09,178,3.06,NF,54,147,95,69,16,0,0,0,0,257,0,0,223,0,0,20,11,8610,123,138
6,4,2023,17,51,12,EXP,57.90,202,3.48,NF,69,130,107,56,16,3,0,0,0,243,0,0,223,0,0,9,7,8728,132,140
6,4,2023,17,53,52,EXP,58.35,174,2.98,NF,67,131,113,53,12,3,2,0,0,229,0,0,208,0,0,12,10,8952,120,134
6,4,2023,17,57,41,EXP,54.27,148,2.72,NF,79,128,101,37,32,4,0,0,0,211,0,0,185,0,0,15,10,8564,110,119
6,4,2023,17,58,49,EXP,55.21,162,2.93,NF,75,130,96,56,18,5,1,0,0,221,0,0,195,0,0,17,9,8199,116,121
6,4,2023,18,18,30,EXP,48.80,147,3.01,NF,85,123,101,58,11,2,0,1,0,192,0,0,170,0,0,13,12,7701,100,107
6,4,2023,18,22,57,EXP,49.30,164,3.32,NF,66,133,116,49,13,4,0,0,0,214,0,0,194,0,0,13,15,8058,117,126
6,4,2023,19,23,37,EXP,53.03,183,3.45,NF,71,126,107,58,19,0,0,0,0,235,0,0,215,0,0,12,11,8399,118,136
6,4,2023,22,8,2,EXP,57.18,193,3.37,NF,68,119,124,51,14,5,0,0,0,241,0,0,225,0,0,12,10,8914,125,132
6,4,2023,22,18,31,EXP,47.70,154,3.22,NF,79,136,97,47,15,7,0,0,0,208,0,0,190,0,0,14,10,7422,109,117
6,4,2023,22,22,22,EXP,61.82,195,3.15,NF,57,144,106,52,17,3,2,0,0,259,0,0,230,0,0,16,5,9109,127,133
6,4,2023,22,32,53,EXP,58.03,182,3.13,NF,74,119,111,53,23,1,0,0,0,226,0,0,207,0,0,12,9,9321,125,131
6,4,2023,22,42,57,EXP,54.90,158,2.87,NF,74,128,97,58,20,3,1,0,0,225,0,0,198,0,0,16,19,9192,116,121
6,4,2023,23,50,13,EXP,60.01,196,3.26,NF,66,122,124,54,12,3,0,0,0,253,0,0,230,0,0,12,7,8658,125,144
6,4,2023,23,57,59,EXP,54.29,165,3.03,NF,74,126,119,47,11,4,0,0,0,220,0,0,200,0,0,13,12,8333,121,134
7,4,2023,0,0,10,EXP,54.40,170,3.12,NF,63,145,105,47,16,5,0,0,0,226,0,0,207,0,0,15,13,7952,119,126
7,4,2023,0,1,59,EXP,55.40,167,3.01,NF,71,124,116,48,18,4,0,0,0,230,0,0,206,0,0,15,10,8316,116,123
7,4,2023,0,13,1,EXP,55.08,164,2.97,NF,69,140,109,46,13,4,0,0,0,217,0,0,199,0,0,13,15,8710,119,128
8,4,2023,15,38,40,EXP,81.18,192,2.36,NF,54,136,119,52,17,3,0,0,0,258,0,0,233,0,0,19,5,15328,128,140
8,4,2023,16,8,43,EXP,49.51,156,3.15,NF,88,126,92,53,15,6,1,0,0,203,0,0,185,0,0,12,11,7680,99,110
8,4,2023,16,12,7,EXP,66.69,227,3.40,NF,55,142,112,56,10,5,1,0,0,284,0,0,262,0,0,13,9,10183,138,147
8,4,2023,16,17,46,EXP,56.20,178,3.16,NF,65,127,119,45,23,2,0,0,0,233,0,0,215,0,0,14,12,8043,126,134
8,4,2023,16,35,50,EXP,46.58,142,3.04,NF,80,130,107,41,17,6,0,0,0,203,0,0,179,0,0,15,21,7072,107,116
8,4,2023,16,45,41,EXP,55.83,165,2.95,NF,64,130,116,55,12,3,0,1,0,238,0,0,210,0,0,19,11,8118,122,127
8,4,2023,17,1,15,EXP,51.78,156,3.01,NF,84,129,88,56,21,2,1,0,0,195,0,0,178,0,0,11,8,7531,106,120
8,4,2023,17,5,0,EXP,58.73,193,3.28,NF,66,130,117,46,15,6,1,0,0,249,0,0,227,0,0,11,8,8582,126,134
8,4,2023,17,11,15,EXP,49.53,152,3.06,NF,79,122,108,54,17,1,0,0,0,205,0,0,186,0,0,12,14,7511,105,122
8,4,2023,18,1,11,EXP,54.26,166,3.05,NF,70,120,117,59,12,3,0,0,0,225,0,0,204,0,0,15,11,8167,119,130
8,4,2023,18,6,10,EXP,55.75,179,3.21,NF,76,122,104,54,18,4,3,0,0,228,0,0,210,0,0,10,8,8215,123,134
8,4,2023,20,28,58,EXP,57.55,180,3.12,NF,63,125,118,58,15,2,0,0,0,236,0,0,218,0,0,13,7,8335,124,131
8,4,2023,20,31,4,EXP,56.86,190,3.34,NF,67,130,109,61,9,5,0,0,0,236,0,0,219,0,0,15,10,8830,129,138
8,4,2023,20,45,14,EXP,49.57,156,3.14,NF,75,138,100,46,18,4,0,0,0,207,0,0,191,0,0,14,13,8316,107,116
9,4,2023,2,44,7,EXP,54.72,175,3.19,NF,83,116,104,63,12,3,0,0,0,224,0,0,206,0,0,11,7,8250,113,126
9,4,2023,15,39,19,EXP,50.61,143,2.82,NF,71,125,122,46,14,3,0,0,0,216,0,0,191,0,0,19,19,7211,105,109
9,4,2023,15,42,31,EXP,52.66,149,2.82,NF,78,117,111,57,14,4,0,0,0,215,0,0,192,0,0,15,11,7808,108,116
9,4,2023,16,0,9,EXP,57.75,169,2.92,NF,63,127,118,52,17,4,0,0,0,244,0,0,214,0,0,17,15,8821,119,124
9,4,2023,16,20,13,EXP,53.97,183,3.39,NF,62,138,103,62,12,4,0,0,0,237,0,0,219,0,0,13,8,7518,127,139
9,4,2023,16,56,59,EXP,48.91,157,3.20,NF,89,104,101,64,18,5,0,0,0,207,0,0,187,0,0,12,10,7308,111,120
9,4,2023,17,2,23,EXP,52.39,162,3.09,NF,77,120,108,51,20,4,1,0,0,205,0,0,189,0,0,13,12,8065,113,122
9,4,2023,17,18,4,EXP,49.82,156,3.13,NF,81,119,101,59,16,4,1,0,0,205,0,0,187,0,0,13,12,7752,106,120
9,4,2023,17,41,27,EXP,57.68,182,3.15,NF,71,134,98,59,18,1,0,0,0,244,0,0,219,0,0,14,7,8085,119,125
9,4,2023,18,1,35,EXP,48.63,151,3.10,NF,78,120,112,52,16,3,0,0,0,213,0,0,193,0,0,15,11,7256,108,120
9,4,2023,21,20,13,EXP,54.02,172,3.18,NF,76,132,93,65,12,3,0,0,0,213,0,0,195,0,0,11,4,8252,113,121
9,4,2023,21,29,25,EXP,46.54,147,3.15,NF,81,137,100,35,23,5,0,0,0,192,0,0,171,0,0,12,7,7458,103,107
9,4,2023,22,0,19,EXP,55.38,165,2.97,NF,66,126,106,66,15,2,0,0,0,231,0,0,207,0,0,18,11,8718,126,131
9,4,2023,22,5,25,EXP,58.39,203,3.47,NF,52,146,112,54,17,0,0,0,0,258,0,0,237,0,0,14,7,9410,136,148
9,4,2023,22,26,52,EXP,54.55,187,3.42,NF,71,116,119,54,18,3,0,0,0,234,0,0,218,0,0,11,10,7947,128,135
9,4,2023,22,35,25,EXP,56.81,184,3.23,NF,56,153,111,44,14,2,1,0,0,248,0,0,226,0,0,16,8,8649,124,134
9,4,2023,22,58,25,EXP,50.82,160,3.14,NF,72,145,99,46,17,1,1,0,0,214,0,0,197,0,0,12,17,8023,109,118
10,4,2023,19,36,13,EXP,63.94,193,3.01,NF,55,140,106,60,19,1,0,0,0,265,0,0,239,0,0,16,11,9767,129,138
10,4,2023,19,39,16,EXP,56.17,165,2.93,NF,67,124,125,54,10,1,0,0,0,228,0,0,209,0,0,17,18,8665,116,126
10,4,2023,19,42,18,EXP,61.05,176,2.88,NF,73,115,113,60,19,1,0,0,0,231,0,0,207,0,0,14,11,9782,126,134
10,4,2023,20,22,40,EXP,52.26,171,3.27,NF,80,126,105,42,21,6,1,0,0,221,0,0,204,0,0,12,11,7454,110,122
10,4,2023,20,27,52,EXP,51.49,174,3.37,NF,81,124,110,46,16,4,0,0,0,217,0,0,200,0,0,10,5,7948,115,125
10,4,2023,20,47,28,EXP,53.17,184,3.46,NF,63,109,135,53,20,0,1,0,0,229,0,0,214,0,0,12,11,8144,125,133
10,4,2023,21,8,24,EXP,54.79,169,3.08,NF,65,126,110,67,10,2,1,0,0,225,0,0,204,0,0,16,13,8497,119,129
10,4,2023,21,17,54,EXP,49.09,143,2.91,NF,80,127,99,54,18,3,0,0,0,192,0,0,165,0,0,12,16,7695,93,102
10,4,2023,21,38,30,EXP,50.76,163,3.21,NF,76,129,112,45,13,5,1,0,0,217,0,0,198,0,0,13,12,7619,114,124
10,4,2023,21,40,51,EXP,52.97,161,3.03,NF,70,138,100,54,14,4,1,0,0,210,0,0,187,0,0,11,13,8354,114,126
10,4,2023,21,52,5,EXP,54.58,157,2.87,NF,77,135,89,56,16,7,1,0,0,217,0,0,191,0,0,16,8,7721,107,117
10,4,2023,21,58,16,EXP,49.20,162,3.29,NF,75,126,112,50,15,3,0,0,0,202,0,0,184,0,0,11,11,7511,107,115
10,4,2023,23,58,56,EXP,54.44,172,3.15,NF,67,141,98,47,26,2,0,0,0,238,0,0,211,0,0,16,10,8541,114,123
11,4,2023,20,32,53,EXP,56.72,172,3.03,NF,70,123,121,52,15,0,0,0,0,229,0,0,202,0,0,13,10,8223,109,116
11,4,2023,20,39,30,EXP,56.74,195,3.43,NF,63,126,114,65,11,1,1,0,0,234,0,0,220,0,0,10,3,7659,125,133
11,4,2023,20,43,48,EXP,60.73,200,3.29,NF,53,158,109,35,20,6,0,0,0,258,0,0,235,0,0,12,9,9448,130,143
11,4,2023,20,50,36,EXP,50.30,143,2.84,NF,78,134,102,47,17,3,0,0,0,209,0,0,183,0,0,18,15,8755,105,112
11,4,2023,21,2,32,EXP,60.16,201,3.34,NF,61,135,117,50,18,0,0,0,0,260,0,0,239,0,0,13,9,9275,124,138
11,4,2023,21,18,2,EXP,55.57,168,3.02,NF,68,140,94,55,20,4,0,0,0,238,0,0,207,0,0,15,12,8901,117,126
11,4,2023,21,24,4,EXP,48.60,148,3.04,NF,80,114,109,62,11,5,0,0,0,210,0,0,184,0,0,14,15,7293,110,124
11,4,2023,21,40,3,EXP,53.00,171,3.22,NF,66,147,99,49,13,7,0,0,0,235,0,0,205,0,0,13,8,7974,115,122
11,4,2023,22,41,47,EXP,47.38,145,3.06,NF,74,134,104,54,11,3,1,0,0,203,0,0,183,0,0,13,15,6945,105,108
11,4,2023,23,3,37,EXP,62.37,217,3.47,NF,53,130,126,54,18,0,0,0,0,274,0,0,249,0,0,13,9,8697,140,151
11,4,2023,23,21,25,EXP,49.35,154,3.12,NF,85,128,92,55,18,3,0,0,0,195,0,0,176,0,0,9,10,8290,107,113
11,4,2023,23,23,15,EXP,51.39,180,3.50,NF,76,135,99,48,17,5,1,0,0,217,0,0,198,0,0,10,9,7804,116,131
12,4,2023,16,10,0,EXP,50.52,159,3.14,NF,83,121,107,46,23,1,0,0,0,219,0,0,195,0,0,15,10,6952,104,116
12,4,2023,18,30,1,EXP,60.16,172,2.85,NF,80,115,112,55,16,3,0,0,0,219,0,0,199,0,0,12,10,9010,115,123
12,4,2023,18,38,12,EXP,55.80,178,3.18,NF,76,127,109,42,20,7,0,0,0,231,0,0,207,0,0,14,5,8049,113,126
12,4,2023,19,7,13,EXP,52.03,183,3.51,NF,75,113,112,59,17,5,0,0,0,227,0,0,213,0,0,12,7,8270,119,132
12,4,2023,19,12,28,EXP,52.90,181,3.42,NF,84,114,118,43,16,5,1,0,0,217,0,0,202,0,0,8,6,8020,123,137
12,4,2023,19,17,59,EXP,63.40,186,2.93,NF,67,124,113,54,21,2,0,0,0,236,0,0,217,0,0,13,7,10673,126,136
12,4,2023,19,21,7,EXP,47.72,137,2.87,NF,95,109,96,59,15,6,1,0,0,183,0,0,165,0,0,13,12,7923,100,106
12,4,2023,19,28,41,EXP,56.78,166,2.92,NF,81,124,99,50,24,2,0,1,0,224,0,0,203,0,0,15,10,8517,113,121
12,4,2023,19,34,17,EXP,60.07,199,3.31,NF,62,136,117,47,18,1,0,0,0,251,0,0,233,0,0,12,5,8737,124,131
12,4,2023,19,48,11,EXP,53.71,161,2.99,NF,86,137,84,39,27,8,0,0,0,212,0,0,183,0,0,10,8,8703,106,114
12,4,2023,20,32,6,EXP,63.15,218,3.45,NF,52,148,114,50,16,1,0,0,0,272,0,0,254,0,0,14,4,9536,131,138
12,4,2023,20,46,21,EXP,59.91,191,3.18,NF,67,135,105,53,16,4,1,0,0,255,0,0,229,0,0,15,9,8649,126,138
12,4,2023,20,52,39,EXP,55.05,165,2.99,NF,66,144,97,54,11,9,0,0,0,233,0,0,210,0,0,16,10,8420,110,123
13,4,2023,1,28,17,EXP,49.07,163,3.32,NF,81,111,110,64,15,0,0,0,0,213,0,0,193,0,0,12,9,7104,113,121
13,4,2023,1,37,56,EXP,51.58,174,3.37,NF,70,128,112,55,14,2,0,0,0,213,0,0,198,0,0,10,11,7971,124,127
13,4,2023,1,49,23,EXP,61.64,196,3.17,NF,67,135,104,48,22,5,0,0,0,250,0,0,222,0,0,12,6,8458,129,138
13,4,2023,1,57,11,EXP,51.11,148,2.89,NF,84,107,110,64,16,0,0,0,0,215,0,0,189,0,0,16,10,8235,116,118
13,4,2023,20,17,9,EXP,55.28,175,3.16,NF,60,134,115,57,11,4,0,0,0,242,0,0,214,0,0,16,8,7838,124,132
13,4,2023,20,39,30,EXP,55.55,179,3.22,NF,61,145,107,51,13,4,0,0,0,243,0,0,216,0,0,18,8,8759,120,135
14,4,2023,0,50,47,EXP,51.94,167,3.21,NF,68,134,105,49,20,4,1,0,0,222,0,0,203,0,0,16,9,8009,113,120
14,4,2023,1,38,18,EXP,53.48,171,3.19,NF,77,125,107,50,17,4,0,1,0,222,0,0,200,0,0,12,9,7974,116,121
14,4,2023,2,7,51,EXP,60.04,188,3.13,NF,61,133,112,55,17,3,0,0,0,256,0,0,229,0,0,15,12,8732,121,139
